NUMERO DE ESTUDIANTE;TIPO_DE_INGRESO;COHORTE;AÑO_INGRESO;TIPO_DE_LICEO;PROCEDENCIA_DEL_LICEO;PROMEDIO DE BACHILLERATO;GENERO;NOMBRE_CARRERA;DESC_SITUACION_GLOBAL;IINDICE;ULTIMO PERIODO CURSADO
11617;ADMISION REGULAR;2012;2012;PRIVADO;Distrito Federal;14,7317;M;Ingeniería Electrónica;Activo Normal;3,4513;ENERO-MARZO 2017
11618;ADMISION REGULAR;2011;2011;OFICIAL;Miranda;15,2682;M;Tecnología Eléctrica;GRADUADO;3,5928;ENERO-MARZO 2017
11619;ADMISION REGULAR;2011;2011;PRIVADO;Distrito Federal;16,5853;F;Tecnología Electrónica;GRADUADO;4,0671;ENERO-MARZO 2017
11620;OPSU;2010;2010;PRIVADO;Aragua;19,5609;M;Ingeniería Química;GRADUADO;4,3410;ENERO-MARZO 2017
11621;ADMISION REGULAR;2011;2011;PRIVADO;Miranda;15,6341;M;Tecnología Eléctrica;GRADUADO;3,3506;ENERO-MARZO 2017
11622;OPSU;2011;2011;PRIVADO;Miranda;17,6097;F;Ingeniería de Materiales;Activo Normal;3,4285;ENERO-MARZO 2017
11623;ADMISION REGULAR;2011;2011;PRIVADO;Miranda;16,3658;F;Urbanismo;GRADUADO;4,2347;ENERO-MARZO 2017
11624;OPSU;2011;2011;OFICIAL;Miranda;16,9285;F;Comercio Exterior;GRADUADO;3,7924;ENERO-MARZO 2017
11625;ADMISION REGULAR;2011;2011;PRIVADO;Miranda;16,9756;F;Ingeniería de Materiales;GRADUADO;3,8038;ENERO-MARZO 2017
11626;ADMISION REGULAR;2013;2013;PRIVADO;Miranda;15,3414;F;Organización Empresarial;GRADUADO;3,8062;ENERO-MARZO 2017
11627;ADMISION REGULAR;2012;2012;PRIVADO;Distrito Federal;16,4047;M;Organización Empresarial;GRADUADO;3,3426;ENERO-MARZO 2017
11628;ADMISION REGULAR;2011;2011;PRIVADO;Miranda;18,9268;F;Ingeniería de Producción;Activo Normal;4,2692;ENERO-MARZO 2017
11629;ADMISION REGULAR;2013;2013;OFICIAL;Miranda;15,8536;F;Organización Empresarial;GRADUADO;3,7890;ENERO-MARZO 2017
11630;ADMISION REGULAR;2011;2011;PRIVADO;Miranda;17,8536;M;Ingeniería Mecánica;GRADUADO;3,9478;ENERO-MARZO 2017
11631;ADMISION REGULAR;2011;2011;PRIVADO;Miranda;18,6585;M;Ingeniería Mecánica;GRADUADO;4,3820;ENERO-MARZO 2017
11632;ADMISION REGULAR;2012;2012;PRIVADO;Miranda;18,0731;F;Urbanismo;Activo Normal;4,4596;ENERO-MARZO 2017
11633;ADMISION REGULAR;2013;2013;PRIVADO;Miranda;12,7073;F;Comercio Exterior;GRADUADO;3,7692;ENERO-MARZO 2017
11634;ADMISION REGULAR;2013;2013;PRIVADO;Distrito Federal;15,1707;F;Organización Empresarial;GRADUADO;3,96;ENERO-MARZO 2017
11635;ADMISION REGULAR;2011;2011;PRIVADO;Lara;18,878;F;Ingeniería Química;GRADUADO;4,0144;ENERO-MARZO 2017
11636;OPSU;2013;2013;SEMI-PRIVADO;Miranda;16,6829;F;Organización Empresarial;GRADUADO;4,248;ENERO-MARZO 2017
11637;ADMISION REGULAR;2011;2011;PRIVADO;Distrito Federal;14;M;Organización Empresarial;GRADUADO;3,8299;ENERO-MARZO 2017
11638;ADMISION REGULAR;2011;2011;PRIVADO;Distrito Federal;15,4634;M;Tecnología Electrónica;GRADUADO;3,7388;ENERO-MARZO 2017
11639;OPSU;2013;2013;OFICIAL;;;F;Organización Empresarial;GRADUADO;4,0465;ENERO-MARZO 2017
11640;ADMISION REGULAR;2011;2011;PRIVADO;Falcón;19,279;M;Ingeniería de Materiales;GRADUADO;3,8159;ENERO-MARZO 2017
11641;OPSU;2012;2012;PRIVADO;Nueva Esparta;19,7804;F;Ingeniería Electrónica;Activo Normal;4,1195;ENERO-MARZO 2017
11642;ADMISION REGULAR;2011;2011;PRIVADO;Carabobo;19,4878;M;Ingeniería de Producción;GRADUADO;3,9423;ENERO-MARZO 2017
11643;ADMISION REGULAR;2013;2013;PRIVADO;Miranda;16,3658;M;Comercio Exterior;GRADUADO;3,7322;ENERO-MARZO 2017
11644;OPSU;2010;2010;;;;F;Organización Empresarial;GRADUADO;3,3793;ENERO-MARZO 2017
11645;ADMISION REGULAR;2011;2011;PRIVADO;Miranda;18,6829;M;Ingeniería Mecánica;GRADUADO;4,3231;ENERO-MARZO 2017
11646;ADMISION REGULAR;2013;2013;PRIVADO;Miranda;14,0487;M;Ingeniería Mecánica;Activo Normal;3,5874;ENERO-MARZO 2017
11647;ADMISION REGULAR;2013;2013;PRIVADO;Distrito Federal;12,2926;M;Comercio Exterior;GRADUADO;3,3759;ENERO-MARZO 2017
11648;CIU;2014;2014;OFICIAL;Miranda;15,7619;M;Ingeniería Eléctrica;Inactivo Elim.trim.2 no aprob.;3,1818;ENERO-MARZO 2017
11649;CIU;2014;2014;SEMI-PRIVADO;Miranda;17,8292;F;Ingeniería Mecánica;Inactivo Elim.trim.2 no aprob.;3,3939;ENERO-MARZO 2017
11650;CIU;2014;2014;PRIVADO;Guárico;17,7317;F;Ingeniería de Telecomunicaciones;Inactivo Eliminado indice acad;2,75;ENERO-MARZO 2017
11651;ADMISION REGULAR;2013;2013;PRIVADO;Miranda;16,3414;M;Comercio Exterior;GRADUADO;3,9763;ENERO-MARZO 2017
11652;ADMISION REGULAR;2013;2013;PRIVADO;Aragua;16,1707;M;Ingeniería Mecánica;Activo Normal;3,9512;ENERO-MARZO 2017
11653;ADMISION REGULAR;2013;2013;PRIVADO;Miranda;19,1951;F;Arquitectura;Activo Normal;4,5827;ENERO-MARZO 2017
11654;ADMISION REGULAR;2013;2013;PRIVADO;Aragua;15,756;M;Ingeniería Mecánica;Activo Normal;3,3505;ENERO-MARZO 2017
11655;CIU;2014;2014;SEMI-PRIVADO;Distrito Federal;17,05;F;Licenciatura en Matemáticas;Activo Normal;3;ENERO-MARZO 2017
11656;ADMISION REGULAR;2013;2013;PRIVADO;Miranda;19,8536;M;Ingeniería Mecánica;Activo Normal;4,6405;ENERO-MARZO 2017
11657;OPSU;2013;2013;PRIVADO;Aragua;18,3902;F;Ingeniería de Materiales;Activo Normal;3,9555;ENERO-MARZO 2017
11658;ADMISION REGULAR;2013;2013;SEMI-PRIVADO;Distrito Federal;;F;Ingeniería de Computación;Activo Normal;3,35;ENERO-MARZO 2017
11659;ADMISION REGULAR;2013;2013;PRIVADO;Distrito Federal;14,9512;M;Tecnología Electrónica;Inactivo Eliminado indice acad;2,6808;ENERO-MARZO 2017
11660;ADMISION REGULAR;2014;2014;PRIVADO;Distrito Federal;18,2195;F;Ingeniería de Producción;Activo Normal;3,7575;ENERO-MARZO 2017
11661;ADMISION REGULAR;2013;2013;PRIVADO;MIRANDA;;F;Comercio Exterior;GRADUADO;4,0314;ENERO-MARZO 2017
11662;ADMISION REGULAR;2013;2013;PRIVADO;Distrito Federal;17,1463;M;Arquitectura;Activo Normal;4,1942;ENERO-MARZO 2017
11663;ADMISION REGULAR;2014;2014;PRIVADO;Miranda;15,1219;M;Comercio Exterior;Activo Normal;3,7159;ENERO-MARZO 2017
11664;ADMISION REGULAR;2013;2013;PRIVADO;Distrito Federal;11,3658;F;Comercio Exterior;GRADUADO;4,7067;ENERO-MARZO 2017
11665;ADMISION REGULAR;2014;2014;PRIVADO;Miranda;16,0243;F;Tecnología Electrónica;Activo Normal;3,3962;ENERO-MARZO 2017
11666;ADMISION REGULAR;2014;2014;PRIVADO;Miranda;16,9512;M;Comercio Exterior;Activo Normal;4,1590;ENERO-MARZO 2017
11667;CIU;2013;2013;OFICIAL;;;F;Comercio Exterior;GRADUADO;4,1259;ENERO-MARZO 2017
11668;ADMISION REGULAR;2014;2014;PRIVADO;Distrito Federal;18,0731;M;Ingeniería Electrónica;Activo Normal;3,9222;ENERO-MARZO 2017
11669;OPSU;2013;2013;PRIVADO;Aragua;16,9512;F;Lic en Matemáticas ( Didáctica de la Mat.);Inactivo Eliminado 2PP consecu;2,8265;ENERO-MARZO 2017
11670;ADMISION REGULAR;2014;2014;PRIVADO;Miranda;13,2926;M;Licenciatura en Física;Activo Normal;3,1956;ENERO-MARZO 2017
11671;ADMISION REGULAR;2014;2014;SEMI-PRIVADO;Distrito Federal;18,3414;F;Ingeniería de Materiales;Activo Normal;3,2222;ENERO-MARZO 2017
11672;ADMISION REGULAR;2014;2014;PRIVADO;Aragua;16,5757;F;Tecnología Electrónica;Activo Normal;3,3692;ENERO-MARZO 2017
11673;ADMISION REGULAR;2014;2014;PRIVADO;Miranda;14,878;M;Ingeniería de Producción;Activo Normal;3,8928;ENERO-MARZO 2017
11674;ADMISION REGULAR;2014;2014;PRIVADO;Miranda;16,3414;M;Ingeniería Eléctrica;Inactivo Elim.trim.2 no aprob.;3,4705;ENERO-MARZO 2017
11675;ADMISION REGULAR;2015;2016;PRIVADO;Nueva Esparta;18,6829;F;Ingeniería de Computación;Activo Normal;3,9333;ENERO-MARZO 2017
11676;ADMISION REGULAR;2013;2013;PRIVADO;MIRANDA;;M;Comercio Exterior;GRADUADO;4,2125;ENERO-MARZO 2017
11677;ADMISION REGULAR;2013;2013;PRIVADO;Carabobo;20;F;Ingeniería Química;Activo Normal;4,1958;ENERO-MARZO 2017
11678;ADMISION REGULAR;2013;2013;PRIVADO;Miranda;18,1463;F;Comercio Exterior;Activo Normal;4,2568;ENERO-MARZO 2017
11679;OPSU;2014;2014;;;;M;Ingeniería de Materiales;Activo Normal;3,2653;ENERO-MARZO 2017
11680;OPSU;2014;2014;PRIVADO;Barinas;18,5853;M;Ingeniería Geofísica;Activo Normal;3,1724;ENERO-MARZO 2017
11681;ADMISION REGULAR;2013;2013;PRIVADO;Miranda;17,5853;M;Ingeniería Mecánica;Activo Normal;4,7;ENERO-MARZO 2017
11682;OPSU;2013;2013;;;;F;Comercio Exterior;GRADUADO;3,7795;ENERO-MARZO 2017
11683;ADMISION REGULAR;2014;2014;PRIVADO;Falcón;17,878;F;Ingeniería de Materiales;Activo Periodo de Prueba;2,9240;ENERO-MARZO 2017
11684;ADMISION REGULAR;2014;2014;PRIVADO;Miranda;13,2439;F;Lic en Matemáticas ( Didáctica de la Mat.);Activo Normal;3,2272;ENERO-MARZO 2017
11685;ADMISION REGULAR;2013;2013;PRIVADO;Miranda;17,2682;M;Ingeniería de Computación;Activo Normal;4,0314;ENERO-MARZO 2017
11686;CIU;2014;2014;OFICIAL;Distrito Federal;18,475;M;Ingeniería Química;Activo Normal;3,7424;ENERO-MARZO 2017
11687;OPSU;2014;2014;PRIVADO;Carabobo;18,2439;M;Ingeniería de Materiales;Activo Normal;3,2307;ENERO-MARZO 2017
11688;ADMISION REGULAR;2014;2014;PRIVADO;Miranda;15,7317;M;Comercio Exterior;Activo Normal;4,0941;ENERO-MARZO 2017
11689;ADMISION REGULAR;2014;2014;PRIVADO;Miranda;14,3902;M;Lic en Matemáticas ( Didáctica de la Mat.);Inactivo Elim.trim.2 no aprob.;2,8275;ENERO-MARZO 2017
11690;OPSU;2014;2014;;;;F;Comercio Exterior;Activo Normal;3,9642;ENERO-MARZO 2017
11691;CIU;2013;2013;PRIVADO;Miranda;14,0243;M;Ingeniería Mecánica;Activo Normal;3,8592;ENERO-MARZO 2017
11692;OPSU;2015;2016;PRIVADO;Miranda;17,1951;F;Licenciatura en Física;Activo Normal;4,0263;ENERO-MARZO 2017
11693;OPSU;2014;2014;;;;F;Ingeniería de Telecomunicaciones;Activo Normal;3,3835;ENERO-MARZO 2017
11694;ADMISION REGULAR;2014;2014;OFICIAL;Distrito Federal;13,725;M;Ingeniería Química;Activo Periodo de Prueba;2,8913;ENERO-MARZO 2017
11695;OPSU;2013;2013;OFICIAL;;;F;Comercio Exterior;GRADUADO;3,6865;ENERO-MARZO 2017
11696;ADMISION REGULAR;2013;2013;PRIVADO;MIRANDA;;F;Comercio Exterior;GRADUADO;3,7086;ENERO-MARZO 2017
11697;OPSU;2014;2014;OFICIAL;Distrito Federal;18,1463;M;Licenciatura en Física;Inactivo Elim.trim.2 no aprob.;3,6481;ENERO-MARZO 2017
11698;OPSU;2014;2014;;;;M;Ingeniería de Materiales;Activo Normal;3,5142;ENERO-MARZO 2017
11699;ADMISION REGULAR;2014;2014;PRIVADO;Aragua;17,2926;M;Ingeniería Mecánica;Activo Normal;4,3725;ENERO-MARZO 2017
11700;EQUIVALENCIA;2013;2013;PRIVADO;Distrito Federal;13,9756;M;Organización Empresarial;Activo Normal;3,3018;ENERO-MARZO 2017
11701;ADMISION REGULAR;2014;2014;SEMI-PRIVADO;Distrito Federal;16,5609;M;Comercio Exterior;Inactivo Elim.trim.2 no aprob.;3,4032;ENERO-MARZO 2017
11702;ADMISION REGULAR;2013;2013;SEMI-PRIVADO;DISTRITO CAPITAL;;F;Organización Empresarial;GRADUADO;4,48;ENERO-MARZO 2017
11703;OPSU;2013;2013;PRIVADO;Miranda;17,8048;F;Comercio Exterior;GRADUADO;4,5590;ENERO-MARZO 2017
11704;ADMISION REGULAR;2013;2013;PRIVADO;Miranda;15,9761;F;Urbanismo;Activo Normal;3,4563;ENERO-MARZO 2017
11705;ADMISION REGULAR;2013;2013;PRIVADO;Miranda;17,275;F;Comercio Exterior;GRADUADO;4,0314;ENERO-MARZO 2017
11706;ADMISION REGULAR;2013;2013;PRIVADO;Miranda;17,5121;F;Arquitectura;Activo Normal;4,1617;ENERO-MARZO 2017
11707;ADMISION REGULAR;2013;2013;PRIVADO;Miranda;17,8809;F;Organización Empresarial;GRADUADO;3,6718;ENERO-MARZO 2017
11708;CIU;2013;2013;OFICIAL;Miranda;13,1428;M;Organización Empresarial;GRADUADO;3,808;ENERO-MARZO 2017
11709;ADMISION REGULAR;2013;2013;PRIVADO;Distrito Federal;16,6341;F;Ingeniería Química;Activo Normal;3,5301;ENERO-MARZO 2017
11710;ADMISION REGULAR;2014;2014;PRIVADO;Miranda;14,0487;M;Ingeniería Mecánica;Inactivo Elim.trim.2 no aprob.;2,9333;ENERO-MARZO 2017
11711;ADMISION REGULAR;2013;2013;PRIVADO;DISTRITO CAPITAL;;F;Comercio Exterior;GRADUADO;4,8267;ENERO-MARZO 2017
11712;OPSU;2013;2013;PRIVADO;Miranda;18,4634;F;Ingeniería de Materiales;Activo Normal;3,3870;ENERO-MARZO 2017
11713;OPSU;2013;2013;;;;F;Comercio Exterior;GRADUADO;3,7559;ENERO-MARZO 2017
11714;CIU;2013;2013;OFICIAL;Miranda;17,1666;F;Comercio Exterior;GRADUADO;3,8740;ENERO-MARZO 2017
11715;OPSU;2014;2014;PRIVADO;Guárico;19,6428;F;Ingeniería Geofísica;Activo Periodo de Prueba;2,9230;ENERO-MARZO 2017
11716;ADMISION REGULAR;2013;2013;PRIVADO;Distrito Federal;14,9302;M;Comercio Exterior;GRADUADO;3,8615;ENERO-MARZO 2017
11717;OPSU;2014;2014;PRIVADO;Miranda;18,7804;F;Ingeniería de Producción;Activo Normal;3,8720;ENERO-MARZO 2017
11718;ADMISION REGULAR;2013;2013;PRIVADO;Miranda;16,5853;F;Ingeniería de Producción;Activo Normal;3,5176;ENERO-MARZO 2017
11719;ADMISION REGULAR;2013;2013;PRIVADO;Carabobo;18,1219;M;Ingeniería de Telecomunicaciones;Activo Normal;4,7517;ENERO-MARZO 2017
11720;OPSU;2014;2014;PRIVADO;Miranda;18,9756;F;Ingeniería de Producción;Activo Normal;3,1428;ENERO-MARZO 2017
11721;ADMISION REGULAR;2013;2013;PRIVADO;Distrito Federal;17,9512;F;Ingeniería Electrónica;Activo Normal;3,6666;ENERO-MARZO 2017
11722;OPSU;2013;2013;;;;F;Comercio Exterior;GRADUADO;3,8661;ENERO-MARZO 2017
11723;OPSU;2013;2013;PRIVADO;Distrito Federal;16,6097;M;Comercio Exterior;GRADUADO;4,2125;ENERO-MARZO 2017
11724;ADMISION REGULAR;2013;2013;PRIVADO;Miranda;18,4146;M;Arquitectura;Activo Normal;4,3134;ENERO-MARZO 2017
11725;EQUIVALENCIA;2014;2014;OFICIAL;Distrito Federal;14,0243;M;Ingeniería Mecánica;Activo Normal;3,7878;ENERO-MARZO 2017
11726;ADMISION REGULAR;2013;2013;PRIVADO;Miranda;14,025;F;Organización Empresarial;GRADUADO;4,432;ENERO-MARZO 2017
11727;ADMISION REGULAR;2013;2013;PRIVADO;Miranda;18,5121;F;Arquitectura;Activo Normal;4,1492;ENERO-MARZO 2017
11728;OPSU;2013;2013;PRIVADO;Miranda;18,4878;M;Organización Empresarial;GRADUADO;4,136;ENERO-MARZO 2017
11729;ADMISION REGULAR;2013;2013;PRIVADO;Carabobo;18,439;M;Lic en Matemáticas ( Didáctica de la Mat.);Activo Normal;3,9494;ENERO-MARZO 2017
11730;ADMISION REGULAR;2015;2016;PRIVADO;Miranda;13,4146;M;Comercio Exterior;Inactivo Eliminado indice acad;2,7446;ENERO-MARZO 2017
11731;OPSU;2013;2013;PRIVADO;Distrito Federal;17,5609;F;Licenciatura en Biología;Activo Normal;3,9693;ENERO-MARZO 2017
11732;OPSU;2013;2013;PRIVADO;Distrito Federal;16,6829;M;Ingeniería de Computación;Inactivo Elim.trim.2 no aprob.;3,1475;ENERO-MARZO 2017
11733;ADMISION REGULAR;2013;2013;PRIVADO;Miranda;19,0731;M;Ingeniería Eléctrica;Activo Normal;3,7524;ENERO-MARZO 2017
11734;ADMISION REGULAR;2014;2014;PRIVADO;Miranda;19,1951;M;Ingeniería Electrónica;Activo Normal;4,375;ENERO-MARZO 2017
11735;OPSU;2014;2014;PRIVADO;Miranda;17,4146;F;Ingeniería de Materiales;Inactivo Elim.trim.2 no aprob.;2,9687;ENERO-MARZO 2017
11736;OPSU;2014;2014;OFICIAL;Aragua;16;M;Tecnología Electrónica;Activo Normal;3,7666;ENERO-MARZO 2017
11737;ADMISION REGULAR;2013;2013;OFICIAL;Miranda;17,4878;F;Comercio Exterior;GRADUADO;3,7795;ENERO-MARZO 2017
11738;ADMISION REGULAR;2014;2014;PRIVADO;Miranda;18,9268;M;Urbanismo;Activo Normal;4,5212;ENERO-MARZO 2017
11739;ADMISION REGULAR;2014;2014;PRIVADO;Miranda;15,878;M;Ingeniería Electrónica;Activo Normal;3,6419;ENERO-MARZO 2017
11740;ADMISION REGULAR;2014;2014;PRIVADO;Miranda;13,0731;M;Comercio Exterior;Activo Periodo de Prueba;2,875;ENERO-MARZO 2017
11741;ADMISION REGULAR;2015;2016;SEMI-PRIVADO;Miranda;17,2195;M;Arquitectura;Activo Normal;3,6206;ENERO-MARZO 2017
11742;ADMISION REGULAR;2013;2013;PRIVADO;Miranda;15,7073;F;Comercio Exterior;GRADUADO;3,8740;ENERO-MARZO 2017
11743;OPSU;2015;2016;PRIVADO;APURE;16,4878;M;Lic en Matemáticas ( Didáctica de la Mat.);Inactivo Eliminado indice acad;2,7096;ENERO-MARZO 2017
11744;ADMISION REGULAR;2014;2014;PRIVADO;Miranda;12,5365;M;Tecnología Eléctrica;Inactivo Elim.trim.2 no aprob.;2,8474;ENERO-MARZO 2017
11745;ADMISION REGULAR;2014;2014;PRIVADO;Miranda;17,6097;M;Ingeniería Electrónica;Activo Normal;3,8160;ENERO-MARZO 2017
11746;OPSU;2013;2013;;;;F;Comercio Exterior;GRADUADO;4,4566;ENERO-MARZO 2017
11747;ADMISION REGULAR;2015;2016;PRIVADO;Distrito Federal;11,4629;M;Licenciatura en Física;Inactivo Eliminado 2PP consecu;2,875;ENERO-MARZO 2017
11748;ADMISION REGULAR;2013;2013;OFICIAL;Miranda;17,475;F;Comercio Exterior;GRADUADO;4,0472;ENERO-MARZO 2017
11749;ADMISION REGULAR;2013;2013;PRIVADO;Aragua;18,3658;F;Ingeniería Química;Activo Normal;3,7444;ENERO-MARZO 2017
11750;ADMISION REGULAR;2014;2014;OFICIAL;Distrito Federal;12,8;M;Licenciatura en Matemáticas;Activo Periodo de Prueba;2,8333;ENERO-MARZO 2017
11751;OPSU;2013;2013;PRIVADO;Miranda;16,8292;M;Comercio Exterior;GRADUADO;3,9448;ENERO-MARZO 2017
11752;ADMISION REGULAR;2014;2014;PRIVADO;Distrito Federal;17,9268;F;Ingeniería de Producción;Activo Normal;3,5128;ENERO-MARZO 2017
11753;ADMISION REGULAR;2013;2013;PRIVADO;Miranda;16,5609;F;Arquitectura;Activo Normal;4,2647;ENERO-MARZO 2017
11754;ADMISION REGULAR;2013;2013;PRIVADO;Miranda;15,0975;F;Comercio Exterior;GRADUADO;3,7230;ENERO-MARZO 2017
11755;ADMISION REGULAR;2013;2013;PRIVADO;Miranda;16,9268;M;Arquitectura;Activo Normal;4,3823;ENERO-MARZO 2017
11756;ADMISION REGULAR;2013;2013;PRIVADO;Miranda;18,1219;M;Arquitectura;Activo Normal;4,4028;ENERO-MARZO 2017
11757;ADMISION REGULAR;2013;2013;PRIVADO;Aragua;18,4146;F;Ingeniería de Materiales;Activo Normal;3,7153;ENERO-MARZO 2017
11758;ADMISION REGULAR;2014;2014;PRIVADO;Miranda;16,2439;M;Ingeniería Electrónica;Inactivo Elim.trim.2 no aprob.;2,9393;ENERO-MARZO 2017
11759;ADMISION REGULAR;2014;2014;PRIVADO;Anzoátegui;16,9268;F;Ingeniería de Materiales;Inactivo Elim.trim.2 no aprob.;3,2702;ENERO-MARZO 2017
11760;ADMISION REGULAR;2014;2014;PRIVADO;Miranda;16,0731;M;Licenciatura en Física;Activo Normal;3,3783;ENERO-MARZO 2017
11761;ADMISION REGULAR;2014;2014;SEMI-PRIVADO;Distrito Federal;16,5853;M;Licenciatura en Matemáticas;Activo Normal;3,3157;ENERO-MARZO 2017
11762;ADMISION REGULAR;2013;2013;OFICIAL;Miranda;15,7142;F;Organización Empresarial;GRADUADO;3,9844;ENERO-MARZO 2017
11763;CIU;2013;2013;OFICIAL;DISTRITO CAPITAL;;F;Comercio Exterior;GRADUADO;3,9527;ENERO-MARZO 2017
11764;EQUIVALENCIA;2014;2015;PRIVADO;Distrito Federal;;F;Ingeniería de Producción;Activo Normal;3,4081;ENERO-MARZO 2017
11765;ADMISION REGULAR;2013;2013;PRIVADO;Miranda;15,9512;M;Organización Empresarial;GRADUADO;3,944;ENERO-MARZO 2017
11766;CIU;2013;2013;PRIVADO;Nueva Esparta;14,439;M;Ingeniería Electrónica;Activo Normal;3,72;ENERO-MARZO 2017
11767;ADMISION REGULAR;2013;2013;PRIVADO;Distrito Federal;16,3658;F;Comercio Exterior;GRADUADO;4,3149;ENERO-MARZO 2017
11768;ADMISION REGULAR;2013;2013;PRIVADO;MIRANDA;;F;Comercio Exterior;GRADUADO;3,9921;ENERO-MARZO 2017
11769;ADMISION REGULAR;2013;2013;PRIVADO;Miranda;16,5121;M;Ingeniería Electrónica;Activo Normal;3,9761;ENERO-MARZO 2017
11770;ADMISION REGULAR;2014;2014;PRIVADO;Miranda;13,6097;M;Ingeniería de Computación;Activo Normal;3,2;ENERO-MARZO 2017
11771;ADMISION REGULAR;2013;2013;PRIVADO;Distrito Federal;14,6585;F;Comercio Exterior;GRADUADO;4,1900;ENERO-MARZO 2017
11772;EQUIVALENCIA;2014;2015;OFICIAL;Distrito Federal;17,129;F;Ingeniería Electrónica;Activo Normal;3,4705;ENERO-MARZO 2017
11773;OPSU;2015;2016;PRIVADO;Miranda;16,6341;F;Ingeniería de Materiales;Activo Normal;3,3181;ENERO-MARZO 2017
11774;ADMISION REGULAR;2014;2014;PRIVADO;Distrito Federal;16,0975;M;Ingeniería Mecánica;Activo Normal;3,0333;ENERO-MARZO 2017
11775;ADMISION REGULAR;2013;2013;PRIVADO;Miranda;16,5609;M;Ingeniería Mecánica;Activo Normal;3,6875;ENERO-MARZO 2017
11776;OPSU;2014;2014;PRIVADO;Trujillo;19,738;F;Ingeniería de Producción;Activo Normal;3,7681;ENERO-MARZO 2017
11777;ADMISION REGULAR;2013;2013;PRIVADO;Distrito Federal;13,756;F;Comercio Exterior;GRADUADO;4,1678;ENERO-MARZO 2017
11778;OPSU;2014;2014;PRIVADO;Miranda;19,2439;F;Ingeniería Geofísica;Activo Normal;3,5111;ENERO-MARZO 2017
11779;OPSU;2014;2014;;;;M;Licenciatura en Química;Activo Normal;4,4787;ENERO-MARZO 2017
11780;ADMISION REGULAR;2013;2013;PRIVADO;Miranda;19,6097;M;Ingeniería de Computación;Activo Normal;3,7539;ENERO-MARZO 2017
11781;ADMISION REGULAR;2014;2014;SEMI-PRIVADO;Miranda;18,0952;F;Licenciatura en Química;Inactivo Elim.trim.2 no aprob.;3,3454;ENERO-MARZO 2017
11782;OPSU;2013;2013;PRIVADO;Miranda;17,9268;F;Comercio Exterior;GRADUADO;4,0236;ENERO-MARZO 2017
11783;ADMISION REGULAR;2013;2013;PRIVADO;Distrito Federal;16,1666;F;Ingeniería Mecánica;Activo Normal;3,9716;ENERO-MARZO 2017
11784;CIU;2013;2013;OFICIAL;Miranda;15,7317;M;Ingeniería de Materiales;Activo Normal;3,0352;ENERO-MARZO 2017
11785;ADMISION REGULAR;2013;2013;PRIVADO;Miranda;14,8048;M;Ingeniería de Materiales;Activo Normal;3,1578;ENERO-MARZO 2017
11786;OPSU;2015;2016;PRIVADO;;17,7561;F;Comercio Exterior;Activo Normal;3,7872;ENERO-MARZO 2017
11787;OPSU;2014;2014;PRIVADO;Miranda;17,5121;F;Tecnología Electrónica;Activo Normal;4,0769;ENERO-MARZO 2017
11788;ADMISION REGULAR;2014;2014;PRIVADO;Distrito Federal;16,439;F;Ingeniería de Materiales;Activo Normal;3,9827;ENERO-MARZO 2017
11789;ADMISION REGULAR;2013;2013;PRIVADO;DISTRITO CAPITAL;;M;Organización Empresarial;GRADUADO;4,512;ENERO-MARZO 2017
11790;ADMISION REGULAR;2013;2013;PRIVADO;Miranda;16,0952;M;Tecnología Electrónica;Activo Normal;3,8448;ENERO-MARZO 2017
11791;ADMISION REGULAR;2013;2013;PRIVADO;Miranda;14,6829;M;Comercio Exterior;GRADUADO;3,7322;ENERO-MARZO 2017
11792;ADMISION REGULAR;2013;2013;SEMI-PRIVADO;DISTRITO CAPITAL;;F;Comercio Exterior;GRADUADO;4,1811;ENERO-MARZO 2017
11793;ADMISION REGULAR;2014;2014;PRIVADO;Distrito Federal;14,2682;M;Licenciatura en Biología;Activo Normal;4,1789;ENERO-MARZO 2017
11794;ADMISION REGULAR;2013;2013;PRIVADO;Miranda;17,8536;F;Comercio Exterior;GRADUADO;4,2834;ENERO-MARZO 2017
11795;ADMISION REGULAR;2013;2013;PRIVADO;Miranda;17,2926;F;Licenciatura en Biología;Activo Normal;4,0824;ENERO-MARZO 2017
11796;OPSU;2013;2013;;;;F;Comercio Exterior;GRADUADO;4,5354;ENERO-MARZO 2017
11797;ADMISION REGULAR;2015;2016;PRIVADO;Miranda;18,7317;F;Ingeniería de Producción;Activo Normal;3,6666;ENERO-MARZO 2017
11798;OPSU;2013;2013;PRIVADO;Vargas;17,7073;F;Comercio Exterior;GRADUADO;3,6614;ENERO-MARZO 2017
11799;OPSU;2014;2014;;;;M;Ingeniería de Telecomunicaciones;Activo Normal;3,3265;ENERO-MARZO 2017
11800;OPSU;2013;2013;;;;F;Comercio Exterior;GRADUADO;4;ENERO-MARZO 2017
11801;ADMISION REGULAR;2014;2014;OFICIAL;Aragua;18;M;Ingeniería Electrónica;Activo Normal;3,3333;ENERO-MARZO 2017
11802;ADMISION REGULAR;2015;2016;PRIVADO;Miranda;12,6829;M;Organización Empresarial;Activo Normal;3,9473;ENERO-MARZO 2017
11803;ADMISION REGULAR;2015;2016;PRIVADO;Miranda;16,9756;M;Tecnología Electrónica;Activo Normal;4,0731;ENERO-MARZO 2017
