NUMERO DE ESTUDIANTE;TIPO_DE_INGRESO;COHORTE;AÑO_INGRESO;TIPO_DE_LICEO;PROCEDENCIA_DEL_LICEO;PROMEDIO DE BACHILLERATO;GENERO;NOMBRE_CARRERA;DESC_SITUACION_GLOBAL;IINDICE;ULTIMO PERIODO CURSADO
156;ADMISION REGULAR;2005;2005;PRIVADO;Distrito Federal;14,4418;M;Lic.en Matemáticas (Est. y Mat.Computacional);Inactivo norma de retiros;2,9142;ABRIL-JULIO 2007
157;ADMISION REGULAR;2005;2005;PRIVADO;Carabobo;16,85;M;Ingeniería Electrónica;Inactivo norma de retiros;2,8382;ABRIL-JULIO 2007
158;ADMISION REGULAR;2005;2005;PRIVADO;Distrito Federal;12,1219;M;Ingeniería Eléctrica;Inactivo norma de retiros;2,8208;ABRIL-JULIO 2007
159;ADMISION REGULAR;2005;2005;PRIVADO;Distrito Federal;13,55;M;Licenciatura en Matemáticas;Inactivo norma de retiros;2,9230;ABRIL-JULIO 2007
160;ADMISION REGULAR;2005;2005;PRIVADO;Miranda;15,9268;F;Licenciatura en Química;Inactivo Eliminado 3PP;2,8225;ABRIL-JULIO 2007
161;ADMISION REGULAR;2005;2005;PRIVADO;Miranda;17;F;Ingeniería Electrónica;Inactivo norma de retiros;4,25;ABRIL-JULIO 2007
162;ADMISION REGULAR;2005;2005;PRIVADO;Miranda;18,5853;F;Licenciatura en Química;Inactivo norma de retiros;3,7192;ABRIL-JULIO 2007
163;ADMISION REGULAR;2005;2005;PRIVADO;Zulia;16,756;M;Ingeniería Mecánica;Inactivo Eliminado indice acad;2,6557;ABRIL-JULIO 2007
164;ADMISION REGULAR;2005;2005;PRIVADO;Distrito Federal;13;M;Lic en Matemáticas ( Didáctica de la Mat.);Inactivo Eliminado indice acad;2,5636;ABRIL-JULIO 2007
165;ADMISION REGULAR;2005;2005;PRIVADO;Miranda;13,725;M;Licenciatura en Física;Inactivo Eliminado indice acad;2,625;ABRIL-JULIO 2007
166;ADMISION REGULAR;2005;2005;PRIVADO;Aragua;17,3658;M;Ingeniería Química;Inactivo norma de retiros;2,8571;ABRIL-JULIO 2007
167;ADMISION REGULAR;2005;2005;OFICIAL;Miranda;15,6904;M;Ingeniería Eléctrica;Inactivo norma de retiros;2,8032;ABRIL-JULIO 2007
168;ADMISION REGULAR;2005;2005;PRIVADO;Miranda;13,9024;M;Lic en Matemáticas ( Didáctica de la Mat.);Inactivo norma de retiros;3,0816;ABRIL-JULIO 2007
169;ADMISION REGULAR;2005;2005;PRIVADO;Aragua;15,878;M;Ingeniería de Computación;Inactivo norma de retiros;2,9322;ABRIL-JULIO 2007
170;ADMISION REGULAR;2005;2005;OFICIAL;Miranda;12,7317;M;Licenciatura en Química;Inactivo Eliminado indice acad;2,375;ABRIL-JULIO 2007
171;ADMISION REGULAR;2005;2005;PRIVADO;Miranda;15,4634;F;Ingeniería Química;Inactivo norma de retiros;2,8305;ABRIL-JULIO 2007
172;ADMISION REGULAR;2005;2005;PRIVADO;Distrito Federal;16,6341;F;Ingeniería de Materiales Opción Metalurgia;Inactivo norma de retiros;3,5076;ABRIL-JULIO 2007
173;ADMISION REGULAR;2005;2005;PRIVADO;Miranda;17,4878;M;Ingeniería Química;Inactivo norma de retiros;3,7910;ABRIL-JULIO 2007
174;ADMISION REGULAR;2005;2005;PRIVADO;Carabobo;15,0975;F;Ingeniería de Materiales;Inactivo Eliminado indice acad;2,6666;ABRIL-JULIO 2007
175;ADMISION REGULAR;2005;2005;PRIVADO;Miranda;15,8292;F;Ingeniería Eléctrica;Inactivo norma de retiros;3,3278;ABRIL-JULIO 2007
176;ADMISION REGULAR;2005;2005;PRIVADO;Aragua;15,439;F;Ingeniería Geofísica;Inactivo norma de retiros;3,1276;ABRIL-JULIO 2007
177;ADMISION REGULAR;2005;2005;PRIVADO;Miranda;16,2195;M;Ingeniería de Producción;Inactivo norma de retiros;3,1774;ABRIL-JULIO 2007
178;ADMISION REGULAR;2005;2005;PRIVADO;Miranda;16,2439;F;Licenciatura en Matemáticas;Inactivo norma de retiros;4,0864;ABRIL-JULIO 2007
179;ADMISION REGULAR;2005;2005;PRIVADO;Distrito Federal;18,738;M;Lic.en Matemáticas (Est. y Mat.Computacional);Inactivo norma de retiros;3,4126;ABRIL-JULIO 2007
180;ADMISION REGULAR;2006;2006;PRIVADO;Zulia;18,3902;F;Ingeniería Mecánica;Inactivo Eliminado indice acad;2,5405;ABRIL-JULIO 2007
181;ADMISION REGULAR;2005;2005;OFICIAL;Distrito Federal;12,756;M;Lic.en Matemáticas (Est. y Mat.Computacional);Inactivo Eliminado indice acad;2,54;ABRIL-JULIO 2007
182;ADMISION REGULAR;2006;2006;PRIVADO;Miranda;18,475;F;Ingeniería de Computación;Inactivo norma de retiros;4,2894;ABRIL-JULIO 2007
183;ADMISION REGULAR;2006;2006;PRIVADO;Miranda;14,2195;M;Ingeniería de Materiales;Inactivo Eliminado indice acad;2,7179;ABRIL-JULIO 2007
184;ADMISION REGULAR;2005;2005;PRIVADO;Nueva Esparta;14,275;M;Ingeniería Mecánica;Inactivo norma de retiros;3,3625;ABRIL-JULIO 2007
185;ADMISION REGULAR;2005;2005;PRIVADO;Miranda;16,6097;M;Licenciatura en Matemáticas;Inactivo norma de retiros;4,1184;ABRIL-JULIO 2007
186;ADMISION REGULAR;2006;2006;PRIVADO;Carabobo;18,1025;M;Ingeniería de Producción;Inactivo norma de retiros;3,2631;ABRIL-JULIO 2007
187;ADMISION REGULAR;2005;2005;PRIVADO;Miranda;15,3902;F;Ingeniería de Materiales;Inactivo norma de retiros;3,2923;ABRIL-JULIO 2007
188;ADMISION REGULAR;2005;2005;PRIVADO;Miranda;14,5121;M;Ingeniería Mecánica;Inactivo Eliminado indice acad;2,7301;ABRIL-JULIO 2007
189;ADMISION REGULAR;2006;2006;PRIVADO;Miranda;19,0487;M;Urbanismo;Inactivo norma de retiros;4,5757;ABRIL-JULIO 2007
190;ADMISION REGULAR;2006;2006;OFICIAL;Miranda;16,6829;F;Lic.en Matemáticas (Est. y Mat.Computacional);Inactivo norma de retiros;2,3333;ABRIL-JULIO 2007
191;ADMISION REGULAR;2006;2006;PRIVADO;Miranda;15,4878;M;Licenciatura en Física;Inactivo norma de retiros;2,8666;ABRIL-JULIO 2007
192;ADMISION REGULAR;2005;2005;OFICIAL;Aragua;15,317;M;Ingeniería de Computación;Inactivo Eliminado indice acad;2,5833;ABRIL-JULIO 2007
193;ADMISION REGULAR;2006;2006;PRIVADO;Distrito Federal;15,9649;M;Ingeniería Química;Inactivo norma de retiros;3,7941;ABRIL-JULIO 2007
194;CIU;2006;2006;OFICIAL;Aragua;13,225;M;Licenciatura en Química;Inactivo norma de retiros;3,5909;ABRIL-JULIO 2007
195;ADMISION REGULAR;2006;2006;PRIVADO;Vargas;17;M;Ingeniería de Materiales;Inactivo norma de retiros;3,0689;ABRIL-JULIO 2007
196;ADMISION REGULAR;2006;2006;PRIVADO;Distrito Federal;16,756;M;Licenciatura en Química;Inactivo norma de retiros;3,8181;ABRIL-JULIO 2007
197;ADMISION REGULAR;2006;2006;PRIVADO;Miranda;17,3658;M;Ingeniería Mecánica;Inactivo norma de retiros;4,1363;ABRIL-JULIO 2007
198;ADMISION REGULAR;2005;2005;PRIVADO;Miranda;15,3902;M;Lic.en Matemáticas (Est. y Mat.Computacional);Inactivo Eliminado indice acad;2,7428;ABRIL-JULIO 2007
199;ADMISION REGULAR;2005;2005;PRIVADO;Aragua;17,1219;M;Ingeniería Electrónica;Inactivo norma de retiros;3,8644;ABRIL-JULIO 2007
200;EQUIVALENCIA;2006;2007;OFICIAL;Amazonas;14,85;M;Ingeniería Eléctrica;Inactivo Eliminado indice acad;1;ABRIL-JULIO 2007
201;ADMISION REGULAR;2005;2005;OFICIAL;Distrito Federal;16,8863;F;Ingeniería de Materiales;Inactivo Eliminado indice acad;2,6610;ABRIL-JULIO 2007
202;ADMISION REGULAR;2005;2005;PRIVADO;Miranda;15,8048;F;Arquitectura;Inactivo norma de retiros;3,6712;ABRIL-JULIO 2007
203;ADMISION REGULAR;2006;2006;PRIVADO;Miranda;16,2926;M;Ingeniería Mecánica;Inactivo Eliminado indice acad;2,7837;ABRIL-JULIO 2007
204;ADMISION REGULAR;2006;2006;PRIVADO;Distrito Federal;16,9318;M;Licenciatura en Química;Inactivo norma de retiros;2,8095;ABRIL-JULIO 2007
205;ADMISION REGULAR;2006;2006;PRIVADO;Miranda;14,3414;M;Ingeniería de Computación;Inactivo Eliminado indice acad;2,7714;ABRIL-JULIO 2007
206;ADMISION REGULAR;2005;2005;PRIVADO;Aragua;15,5365;M;Ingeniería de Materiales;Inactivo norma de retiros;3,6164;ABRIL-JULIO 2007
207;ADMISION REGULAR;2005;2005;PRIVADO;Zulia;17,5365;F;Licenciatura en Química;Inactivo norma de retiros;2,8550;ABRIL-JULIO 2007
208;ADMISION REGULAR;2006;2006;PRIVADO;Miranda;14,6923;F;Lic en Matemáticas ( Didáctica de la Mat.);Inactivo norma de retiros;3,6744;ABRIL-JULIO 2007
209;ADMISION REGULAR;2006;2006;PRIVADO;Distrito Federal;13,6829;M;Ingeniería de Materiales;Inactivo norma de retiros;3,0645;ABRIL-JULIO 2007
210;ADMISION REGULAR;2006;2006;PRIVADO;Miranda;12,6585;F;Urbanismo;Inactivo norma de retiros;2,3125;ABRIL-JULIO 2007
211;ADMISION REGULAR;2006;2006;PRIVADO;Miranda;16,1219;F;Ingeniería de Computación;Inactivo norma de retiros;3,2258;ABRIL-JULIO 2007
212;ADMISION REGULAR;2005;2005;PRIVADO;Distrito Federal;12,6097;M;Ingeniería Eléctrica;Inactivo Eliminado indice acad;2,6551;ABRIL-JULIO 2007
213;ADMISION REGULAR;2006;2006;OFICIAL;Sucre;16,132;M;Arquitectura;Inactivo norma de retiros;3,6129;ABRIL-JULIO 2007
214;ADMISION REGULAR;2006;2006;PRIVADO;Monagas;19,6829;F;Ingeniería Mecánica;Inactivo norma de retiros;2,9787;ABRIL-JULIO 2007
215;ADMISION REGULAR;2006;2006;OFICIAL;Miranda;19,3571;F;Licenciatura en Biología;Inactivo norma de retiros;3,4814;ABRIL-JULIO 2007
216;ADMISION REGULAR;2006;2006;OFICIAL;Miranda;14,7948;M;Lic.en Matemáticas (Est. y Mat.Computacional);Inactivo norma de retiros;3,4324;ABRIL-JULIO 2007
217;ADMISION REGULAR;2006;2006;PRIVADO;Miranda;17,4878;F;Licenciatura en Biología;Inactivo norma de retiros;3,2592;ABRIL-JULIO 2007
218;ADMISION REGULAR;2005;2005;PRIVADO;Aragua;15,1951;M;Lic en Matemáticas ( Didáctica de la Mat.);Inactivo norma de retiros;3,0217;ABRIL-JULIO 2007
219;ADMISION REGULAR;2006;2006;PRIVADO;Lara;17,9756;M;Ingeniería de Computación;Inactivo norma de retiros;3,2631;ABRIL-JULIO 2007
220;ADMISION REGULAR;2005;2005;PRIVADO;Anzoátegui;17,4878;M;Licenciatura en Física;Inactivo Eliminado indice acad;2,5344;ABRIL-JULIO 2007
221;ADMISION REGULAR;2006;2006;PRIVADO;Zulia;17,0487;M;Ingeniería de Materiales;Inactivo norma de retiros;3,5128;ABRIL-JULIO 2007
222;ADMISION REGULAR;2005;2005;PRIVADO;Distrito Federal;15,2439;M;Ingeniería Química;Inactivo Eliminado indice acad;2,7761;ABRIL-JULIO 2007
223;ADMISION REGULAR;2006;2006;PRIVADO;Distrito Federal;15,7777;M;Ingeniería Mecánica;Inactivo norma de retiros;2,95;ABRIL-JULIO 2007
224;ADMISION REGULAR;2006;2006;PRIVADO;Miranda;14,2439;M;Lic.en Matemáticas (Est. y Mat.Computacional);Inactivo norma de retiros;3,1714;ABRIL-JULIO 2007
225;ADMISION REGULAR;2005;2005;PRIVADO;Distrito Federal;14,9756;M;Lic.en Matemáticas (Est. y Mat.Computacional);Inactivo norma de retiros;2,8392;ABRIL-JULIO 2007
226;ADMISION REGULAR;2006;2006;PRIVADO;Anzoátegui;18,9756;F;Ingeniería Química;Inactivo norma de retiros;3,0571;ABRIL-JULIO 2007
227;ADMISION REGULAR;2006;2006;PRIVADO;Miranda;18,0975;M;Ingeniería Mecánica;Inactivo norma de retiros;4,3170;ABRIL-JULIO 2007
228;ADMISION REGULAR;2005;2005;PRIVADO;Miranda;15,4901;M;Licenciatura en Matemáticas;Inactivo norma de retiros;2,9864;ABRIL-JULIO 2007
229;ADMISION REGULAR;2006;2006;PRIVADO;Miranda;17,0243;F;Ingeniería de Producción;Inactivo Eliminado indice acad;2,5714;ABRIL-JULIO 2007
230;ADMISION REGULAR;2006;2006;PRIVADO;Zulia;16,0487;M;Ingeniería Geofísica;Inactivo norma de retiros;3,1052;ABRIL-JULIO 2007
231;ADMISION REGULAR;2006;2006;PRIVADO;Distrito Federal;15,8292;M;Ingeniería de Materiales;Inactivo Eliminado 2PP consecu;2,9090;ABRIL-JULIO 2007
232;ADMISION REGULAR;2005;2005;PRIVADO;Miranda;15,75;F;Arquitectura;Inactivo norma de retiros;3,4761;ABRIL-JULIO 2007
233;ADMISION REGULAR;2006;2006;PRIVADO;Guárico;18,2682;F;Ingeniería de Materiales;Inactivo Eliminado indice acad;2,0937;ABRIL-JULIO 2007
234;ADMISION REGULAR;2006;2006;PRIVADO;Miranda;17,317;M;Ingeniería de Materiales;Inactivo norma de retiros;3,7142;ABRIL-JULIO 2007
235;ADMISION REGULAR;2005;2005;PRIVADO;Distrito Federal;12,55;M;Ingeniería Eléctrica;Inactivo norma de retiros;2,8125;ABRIL-JULIO 2007
236;ADMISION REGULAR;2005;2005;OFICIAL;Miranda;14;M;Ingeniería Eléctrica;Inactivo Eliminado indice acad;2,7454;ABRIL-JULIO 2007
237;ADMISION REGULAR;2005;2005;PRIVADO;Miranda;14,317;M;Ingeniería Eléctrica;Inactivo norma de retiros;3,3593;ABRIL-JULIO 2007
238;EQUIVALENCIA;2006;2007;OFICIAL;Distrito Federal;16,45;M;Ingeniería de Producción;Inactivo Eliminado indice acad;2,5833;ABRIL-JULIO 2007
239;EQUIVALENCIA;2005;2006;;;;M;Ingeniería de Producción;Inactivo norma de retiros;3,6136;ABRIL-JULIO 2007
240;ADMISION REGULAR;2005;2005;PRIVADO;Miranda;19,5121;M;Ingeniería de Computación;Inactivo norma de retiros;3,7311;ABRIL-JULIO 2007
241;ADMISION REGULAR;2005;2005;PRIVADO;Miranda;14,4146;M;Lic en Matemáticas ( Didáctica de la Mat.);Inactivo norma de retiros;2,9423;JULIO-AGOSTO 2007
242;ADMISION REGULAR;2005;2005;PRIVADO;Miranda;17,0975;M;Ingeniería de Computación;Inactivo norma de retiros;3,0740;JULIO-AGOSTO 2007
243;ADMISION REGULAR;2005;2005;PRIVADO;Miranda;15,4878;M;Licenciatura en Biología;Inactivo norma de retiros;3,3571;JULIO-AGOSTO 2007
244;ADMISION REGULAR;2005;2005;PRIVADO;Aragua;12,4146;M;Ingeniería Geofísica;Inactivo norma de retiros;3,0576;JULIO-AGOSTO 2007
245;ADMISION REGULAR;2005;2005;PRIVADO;Distrito Federal;13,878;M;Ingeniería de Materiales;Inactivo Eliminado 3PP;2,9791;JULIO-AGOSTO 2007
246;ADMISION REGULAR;2005;2005;OFICIAL;Miranda;17,5853;F;Licenciatura en Biología;Inactivo norma de retiros;3,0576;JULIO-AGOSTO 2007
247;EQUIVALENCIA;2006;2007;PRIVADO;Miranda;;M;Arquitectura;Inactivo Eliminado indice acad;2,4375;JULIO-AGOSTO 2007
248;ADMISION REGULAR;2006;2006;PRIVADO;Anzoátegui;16,2682;M;Ingeniería de Materiales;Inactivo norma de retiros;3,1538;JULIO-AGOSTO 2007
249;ADMISION REGULAR;2005;2005;PRIVADO;Aragua;15,7804;F;Ingeniería Química;Inactivo Eliminado 2PP consecu;2,9066;JULIO-AGOSTO 2007
250;ADMISION REGULAR;2005;2005;PRIVADO;Miranda;17,3414;M;Ingeniería Eléctrica;Inactivo norma de retiros;3,0208;JULIO-AGOSTO 2007
251;ADMISION REGULAR;2005;2005;PRIVADO;Miranda;17,3658;F;Licenciatura en Química;Inactivo norma de retiros;3,1481;JULIO-AGOSTO 2007
252;ADMISION REGULAR;2006;2006;PRIVADO;Distrito Federal;16,3902;F;Urbanismo;Inactivo norma de retiros;2,9772;JULIO-AGOSTO 2007
253;ADMISION REGULAR;2005;2005;PRIVADO;Miranda;11,7021;M;Lic.en Matemáticas (Est. y Mat.Computacional);Inactivo norma de retiros;3,2666;JULIO-AGOSTO 2007
254;ADMISION REGULAR;2006;2006;PRIVADO;Bolívar;13,0731;M;Ingeniería Eléctrica;Inactivo norma de retiros;2,875;JULIO-AGOSTO 2007
255;ADMISION REGULAR;2005;2005;PRIVADO;Distrito Federal;13,1463;F;Arquitectura;Inactivo norma de retiros;3,1791;JULIO-AGOSTO 2007
256;ADMISION REGULAR;2005;2005;PRIVADO;Distrito Federal;17,756;F;Ingeniería de Materiales;Inactivo norma de retiros;3,4081;JULIO-AGOSTO 2007
257;ADMISION REGULAR;2006;2006;OFICIAL;Miranda;15,9756;M;Ingeniería Mecánica;Inactivo Eliminado indice acad;2,5789;JULIO-AGOSTO 2007
258;EQUIVALENCIA;2005;2006;;;;M;Ingeniería de Computación;Inactivo norma de retiros;2,95;JULIO-AGOSTO 2007
259;ADMISION REGULAR;2005;2005;PRIVADO;Miranda;13,7317;M;Licenciatura en Física;Inactivo norma de retiros;3,2083;JULIO-AGOSTO 2007
260;ADMISION REGULAR;2006;2006;PRIVADO;Miranda;17,3414;F;Urbanismo;Inactivo norma de retiros;3,7209;JULIO-AGOSTO 2007
261;ADMISION REGULAR;2006;2006;PRIVADO;Distrito Federal;15,7804;M;Licenciatura en Matemáticas;Inactivo norma de retiros;3,1521;JULIO-AGOSTO 2007
262;ADMISION REGULAR;2006;2006;PRIVADO;Miranda;17,6341;F;Licenciatura en Matemáticas;Inactivo norma de retiros;3,3636;JULIO-AGOSTO 2007
263;ADMISION REGULAR;2006;2006;PRIVADO;Miranda;13,1463;M;Lic.en Matemáticas (Est. y Mat.Computacional);Inactivo norma de retiros;3,3571;JULIO-AGOSTO 2007
264;ADMISION REGULAR;2006;2006;OFICIAL;Aragua;11,9743;M;Licenciatura en Matemáticas;Inactivo norma de retiros;2,9354;JULIO-AGOSTO 2007
265;ADMISION REGULAR;2006;2006;OFICIAL;Miranda;19,1463;F;Ingeniería de Materiales;Inactivo Eliminado indice acad;2,0344;JULIO-AGOSTO 2007
266;ADMISION REGULAR;2005;2005;PRIVADO;Miranda;15,6097;M;Licenciatura en Química;Inactivo norma de retiros;3,1492;JULIO-AGOSTO 2007
267;ADMISION REGULAR;2005;2005;PRIVADO;Distrito Federal;18,7391;M;Lic.en Matemáticas (Est. y Mat.Computacional);Inactivo norma de retiros;3,6805;JULIO-AGOSTO 2007
268;CIU;2006;2006;OFICIAL;Miranda;16,4146;F;Ingeniería Geofísica;Inactivo norma de retiros;3,3333;JULIO-AGOSTO 2007
269;ADMISION REGULAR;2006;2006;PRIVADO;Miranda;15,6829;F;Ingeniería Eléctrica;Inactivo norma de retiros;3,1538;JULIO-AGOSTO 2007
270;ADMISION REGULAR;2006;2006;PRIVADO;Aragua;18,9268;F;Arquitectura;Inactivo norma de retiros;3,7906;JULIO-AGOSTO 2007
271;ADMISION REGULAR;2005;2005;PRIVADO;Miranda;17,439;M;Lic.en Matemáticas (Est. y Mat.Computacional);Inactivo norma de retiros;2,9879;ENERO-MARZO 2008
272;ADMISION REGULAR;2005;2005;PRIVADO;Miranda;18,9512;M;Licenciatura en Química;Inactivo norma de retiros;4,2542;ENERO-MARZO 2008
273;ADMISION REGULAR;2005;2005;PRIVADO;Miranda;16,5609;F;Licenciatura en Biología;Inactivo norma de retiros;3,8279;ENERO-MARZO 2008
274;ADMISION REGULAR;2005;2005;PRIVADO;Nueva Esparta;14,4634;M;Licenciatura en Física;Inactivo norma de retiros;3,3714;ENERO-MARZO 2008
275;ADMISION REGULAR;2005;2005;PRIVADO;Miranda;15,6097;F;Ingeniería de Materiales;Inactivo norma de retiros;3,8333;ENERO-MARZO 2008
276;ADMISION REGULAR;2005;2005;PRIVADO;Anzoátegui;15,9756;M;Licenciatura en Física;Inactivo norma de retiros;3,1964;ENERO-MARZO 2008
277;ADMISION REGULAR;2005;2005;PRIVADO;Carabobo;13,6829;M;Licenciatura en Física;Inactivo norma de retiros;3,3766;ENERO-MARZO 2008
278;ADMISION REGULAR;2005;2005;PRIVADO;Nueva Esparta;17,6585;M;Lic.en Matemáticas (Est. y Mat.Computacional);Inactivo norma de retiros;2,9775;ENERO-MARZO 2008
279;ADMISION REGULAR;2005;2005;PRIVADO;Distrito Federal;17,8292;F;Licenciatura en Matemáticas;Inactivo norma de retiros;3,36;ENERO-MARZO 2008
280;ADMISION REGULAR;2005;2005;OFICIAL;Distrito Federal;17;F;Lic.en Matemáticas (Est. y Mat.Computacional);Inactivo norma de retiros;3,1971;ENERO-MARZO 2008
281;ADMISION REGULAR;2005;2005;PRIVADO;Miranda;19,5714;F;Lic.en Matemáticas (Est. y Mat.Computacional);Inactivo Eliminado indice acad;2,5245;ENERO-MARZO 2008
282;ADMISION REGULAR;2005;2005;PRIVADO;Carabobo;15,8048;M;Ingeniería de Computación;Inactivo norma de retiros;3,2530;ENERO-MARZO 2008
283;ADMISION REGULAR;2005;2005;PRIVADO;Distrito Federal;13,2439;M;Lic en Matemáticas ( Didáctica de la Mat.);Inactivo norma de retiros;3,1408;ENERO-MARZO 2008
284;ADMISION REGULAR;2005;2005;PRIVADO;Miranda;17,1219;F;Ingeniería Geofísica;Inactivo norma de retiros;3,3888;ENERO-MARZO 2008
285;ADMISION REGULAR;2006;2006;PRIVADO;Miranda;15,439;M;Licenciatura en Física;Inactivo norma de retiros;2,8545;ENERO-MARZO 2008
286;OPSU;2007;2007;PRIVADO;Miranda;16,4146;F;Lic.en Matemáticas (Est. y Mat.Computacional);Inactivo norma de retiros;2;ENERO-MARZO 2008
287;ADMISION REGULAR;2007;2007;PRIVADO;Miranda;17,3658;F;Licenciatura en Química;Inactivo norma de retiros;3,4545;ENERO-MARZO 2008
288;OPSU;2007;2007;OFICIAL;Miranda;15,825;F;Licenciatura en Física;Inactivo norma de retiros;1,9230;ENERO-MARZO 2008
289;OPSU;2007;2007;PRIVADO;Distrito Federal;15,4285;M;Licenciatura en Física;Inactivo norma de retiros;2,8461;ENERO-MARZO 2008
290;OPSU;2007;2007;;;;F;Licenciatura en Física;Inactivo norma de retiros;2,3846;ENERO-MARZO 2008
291;ADMISION REGULAR;2007;2007;PRIVADO;Distrito Federal;19,0975;F;Ingeniería Mecánica;Inactivo Eliminado indice acad;2,3870;ENERO-MARZO 2008
292;ADMISION REGULAR;2007;2007;PRIVADO;Miranda;18,7317;F;Urbanismo;Inactivo Eliminado indice acad;2,1935;ENERO-MARZO 2008
293;ADMISION REGULAR;2006;2006;PRIVADO;Bolívar;19,1463;F;Ingeniería Electrónica;Inactivo norma de retiros;4,05;ENERO-MARZO 2008
294;ADMISION REGULAR;2007;2007;PRIVADO;Miranda;17,2926;F;Ingeniería Electrónica;Inactivo norma de retiros;3,8275;ENERO-MARZO 2008
295;ADMISION REGULAR;2006;2006;PRIVADO;Miranda;17,1707;F;Lic en Matemáticas ( Didáctica de la Mat.);Inactivo norma de retiros;3,06;ENERO-MARZO 2008
296;ADMISION REGULAR;2007;2007;PRIVADO;;15,63;M;Ingeniería Geofísica;Inactivo Eliminado 2PP consecu;2,9130;ENERO-MARZO 2008
297;OPSU;2007;2007;;;;M;Licenciatura en Física;Inactivo norma de retiros;2,1538;ENERO-MARZO 2008
298;OPSU;2007;2007;;;;F;Lic en Matemáticas ( Didáctica de la Mat.);Inactivo Eliminado indice acad;2,0416;ENERO-MARZO 2008
299;OPSU;2007;2007;PRIVADO;Distrito Federal;18,9512;F;Ingeniería de Materiales;Inactivo norma de retiros;3,5;ENERO-MARZO 2008
300;ADMISION REGULAR;2007;2007;PRIVADO;Miranda;14,3658;M;Licenciatura en Matemáticas;Inactivo Eliminado indice acad;2,5483;ENERO-MARZO 2008
301;OPSU;2007;2007;PRIVADO;Miranda;18,6341;M;Ingeniería de Materiales;Inactivo Eliminado indice acad;2,6086;ENERO-MARZO 2008
302;ADMISION REGULAR;2007;2007;PRIVADO;Distrito Federal;17,317;F;Licenciatura en Biología;Inactivo Eliminado indice acad;2,4166;ENERO-MARZO 2008
303;ADMISION REGULAR;2007;2007;PRIVADO;Nueva Esparta;15,0243;M;Urbanismo;Inactivo norma de retiros;2,6875;ENERO-MARZO 2008
304;OPSU;2007;2007;PRIVADO;Distrito Federal;14,2439;F;Lic.en Matemáticas (Est. y Mat.Computacional);Inactivo Eliminado indice acad;2,7647;ENERO-MARZO 2008
305;ADMISION REGULAR;2007;2007;PRIVADO;Portuguesa;18,1219;M;Licenciatura en Física;Inactivo Eliminado indice acad;2,1379;ENERO-MARZO 2008
306;OPSU;2007;2007;;;;M;Lic.en Matemáticas (Est. y Mat.Computacional);Inactivo norma de retiros;2,5333;ENERO-MARZO 2008
307;OPSU;2007;2007;PRIVADO;Aragua;16,3414;F;Lic en Matemáticas ( Didáctica de la Mat.);Inactivo Eliminado indice acad;2,4583;ENERO-MARZO 2008
308;OPSU;2007;2007;;;;M;Lic en Matemáticas ( Didáctica de la Mat.);Inactivo Eliminado indice acad;1,9583;ENERO-MARZO 2008
309;EQUIVALENCIA;2007;2008;OFICIAL;Miranda;15,65;M;Ingeniería Electrónica;Inactivo Eliminado indice acad;1,9;ENERO-MARZO 2008
310;OPSU;2007;2007;;;;M;Licenciatura en Física;Inactivo norma de retiros;2,1538;ENERO-MARZO 2008
311;ADMISION REGULAR;2007;2007;PRIVADO;Miranda;13,0975;M;Urbanismo;Inactivo norma de retiros;2,125;ENERO-MARZO 2008
312;ADMISION REGULAR;2006;2006;PRIVADO;Anzoátegui;19,3414;F;Ingeniería Química;Inactivo norma de retiros;3,6037;ENERO-MARZO 2008
313;ADMISION REGULAR;2006;2006;PRIVADO;Miranda;18,0487;F;Ingeniería de Materiales;Inactivo Eliminado indice acad;2,7755;ENERO-MARZO 2008
314;CIU;2007;2007;OFICIAL;Miranda;17,2195;F;Ingeniería Geofísica;Inactivo Eliminado indice acad;2,7826;ENERO-MARZO 2008
315;ADMISION REGULAR;2007;2007;OFICIAL;Distrito Federal;13,8048;M;Ingeniería de Materiales;Inactivo Eliminado indice acad;2,4117;ENERO-MARZO 2008
316;ADMISION REGULAR;2007;2008;PRIVADO;Miranda;15,2;M;Urbanismo;Inactivo norma de retiros;1,9375;ENERO-MARZO 2008
317;ADMISION REGULAR;2007;2007;OFICIAL;Vargas;17,6097;F;Ingeniería Geofísica;Inactivo Eliminado indice acad;1,7826;ENERO-MARZO 2008
318;ADMISION REGULAR;2007;2007;OFICIAL;Distrito Federal;13,6097;M;Ingeniería de Materiales;Inactivo Eliminado indice acad;2,4705;ENERO-MARZO 2008
319;ADMISION REGULAR;2005;2005;PRIVADO;Distrito Federal;11,7073;M;Ingeniería de Materiales;Inactivo Eliminado indice acad;2,5454;ENERO-MARZO 2008
320;ADMISION REGULAR;2007;2007;PRIVADO;Anzoátegui;18,0487;F;Arquitectura;Inactivo Eliminado indice acad;2,7391;ENERO-MARZO 2008
321;ADMISION REGULAR;2007;2007;PRIVADO;Miranda;14,1219;M;Ingeniería Mecánica;Inactivo Eliminado indice acad;2,76;ENERO-MARZO 2008
322;ADMISION REGULAR;2007;2007;PRIVADO;Vargas;18,1463;M;Ingeniería Mecánica;Inactivo norma de retiros;2,1333;ENERO-MARZO 2008
323;ADMISION REGULAR;2006;2006;PRIVADO;Miranda;18,225;M;Ingeniería de Producción;Inactivo norma de retiros;3,5384;ENERO-MARZO 2008
